station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
CWEQ,2020-02-12 03:00,-101.2331,52.1150,335.00,-1.80,-10.50,65.65,40.00,18.00,0.00,M,1016.90,M,24.00,M,M,M,M,M,M,M,M,M,M,M,M,27.00,30.00,2020-02-12 02:21,-24.74,CWEQ 120300Z AUTO 04018G24KT M19/M24 RMK AO1 PRESRR SOG 06 3067 PK WND 03027/0221 SLP169 T11881236
CWGX,2020-02-12 03:00,-94.7000,56.3667,145.00,-29.60,-38.40,61.15,340.00,10.00,0.00,M,1018.40,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-54.28,CWGX 120300Z AUTO 34010KT M34/M39 RMK AO1 SOG 32 1031 SLP184 T13421391
CWII,2020-02-12 03:00,-96.5622,50.6951,220.00,13.80,10.20,85.27,360.00,16.00,0.00,M,1007.40,M,26.00,M,M,M,M,M,M,M,M,M,M,M,M,28.00,340.00,2020-02-12 02:38,-3.30,CWII 120300Z AUTO 36016G26KT M10/M12 RMK AO1 PK WND 34028/0238 SLP074 T11011121 53033
CWJD,2020-02-12 03:00,-99.2678,53.1864,223.00,-12.30,-21.10,63.82,10.00,7.00,0.00,M,1019.70,M,15.00,M,M,M,M,M,M,M,M,M,M,M,M,17.00,350.00,2020-02-12 02:29,-29.22,CWJD 120300Z AUTO 01007G15KT M25/M30 RMK AO1 PRESRR SOG 45 1066 PK WND 35017/0229 SLP197 T12461295
CWNK,2020-02-12 03:00,-98.0297,49.4981,268.00,28.20,26.40,92.85,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWNK 120300Z AUTO M02/M03 RMK AO1 T10211031
CWPO,2020-02-12 03:00,-98.9050,49.1911,470.00,25.90,24.40,93.95,290.00,6.00,0.01,M,1006.20,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.18,CWPO 120300Z AUTO 29006KT M03/M04 RMK AO1 3PAST HR SOG 17 3005 SLP062 P0001 T10341042 50003
CXGH,2020-02-12 03:00,-96.9822,50.6311,217.00,12.20,7.50,81.04,360.00,19.00,0.00,M,1006.10,M,30.00,M,M,M,M,M,M,M,M,M,M,M,M,31.00,350.00,2020-02-12 02:39,-6.75,CXGH 120300Z AUTO 36019G30KT M11/M14 RMK AO1 PRESRR PK WND 35031/0239 SLP061 T11101136 53036
CXWN,2020-02-12 03:00,-97.1296,49.8885,230.00,25.50,21.60,84.92,220.00,1.00,T,M,1004.70,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CXWN 120300Z AUTO 22001KT M04/M06 RMK AO1 1PAST HR 3007 SLP047 P0000 T10361058 50001
CYBR,2020-02-12 03:00,-99.9519,49.9100,409.00,24.80,21.20,85.96,10.00,9.00,0.00,29.63,1006.40,4.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,M,M,14.56,CYBR 120300Z 01009KT 4SM -SN OVC019 M04/M06 A2963 RMK SC8 SLP064
CYDN,2020-02-12 03:00,-100.0525,51.1008,305.00,8.60,6.80,92.19,20.00,22.00,0.00,29.83,1012.70,1.00,M,VV ,M,M,M,1400.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-12.76,CYDN 120300Z AUTO 02022KT 1SM -SN BLSN VV014 M13/M14 A2983 RMK PRESRR SLP127
CYIV,2020-02-12 03:00,-94.6537,53.8571,237.00,-22.00,-31.00,61.68,360.00,15.00,0.00,29.91,1015.60,6.00,M,FEW,M,M,M,1000.00,M,M,M,BLSN,M,M,M,M,M,M,-49.23,CYIV 120300Z 36015KT 6SM BLSN FEW010 M30/M35 A2991 RMK SC1 SLP156
CYNE,2020-02-12 03:00,-97.8442,53.9583,223.00,-20.20,-29.20,61.96,10.00,9.00,0.00,30.01,1019.10,9.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-41.39,CYNE 120300Z AUTO 01009G16KT 9SM CLR M29/M34 A3001 RMK PRESRR SLP191
CYQD,2020-02-12 03:00,-101.0911,53.9714,271.00,-14.80,-23.80,62.78,350.00,10.00,0.00,30.10,1022.30,9.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-35.72,CYQD 120300Z AUTO 35010G16KT 9SM CLR M26/M31 A3010 RMK PRESRR SLP223
CYTH,2020-02-12 03:00,-97.8642,55.8011,218.00,-27.40,-34.60,67.31,340.00,8.00,0.00,30.07,1021.70,15.00,M,CLR,M,M,M,M,M,M,M,IC DRSN,M,M,M,M,M,M,-49.06,CYTH 120300Z 34008KT 15SM IC DRSN SKC M33/M37 A3007 RMK SLP217
CYYL,2020-02-12 03:00,-101.0761,56.8639,357.00,-29.20,-34.60,74.20,330.00,11.00,0.00,30.13,1026.10,9.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-54.87,CYYL 120300Z AUTO 33011G16KT 9SM CLR M34/M37 A3013 RMK SLP261
CYYQ,2020-02-12 03:00,-94.0650,58.7392,29.00,-31.00,-36.40,73.99,310.00,16.00,0.00,30.01,1017.00,1.00,24.00,VV ,M,M,M,700.00,M,M,M,IC BLSN,M,M,M,M,M,M,-61.70,CYYQ 120300Z 31016G24KT 1SM IC BLSN VV007 M35/M38 A3001 RMK BLSN8 SLP170
CYGX,2020-02-12 03:00,-94.7106,56.3575,145.00,-29.20,-38.20,60.52,320.00,11.00,0.00,29.99,1018.30,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-54.87,CYGX 120300Z 32011KT 15SM SKC M34/M39 A2999 RMK SLP183
CYBQ,2020-02-12 03:00,-98.5122,58.7061,281.00,-32.80,-41.80,59.93,320.00,12.00,0.00,30.03,1022.40,9.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-60.47,CYBQ 120300Z AUTO 32012G18KT 9SM CLR M36/M41 A3003 RMK SLP224
CYWG,2020-02-12 03:20,-97.2333,49.9167,239.00,23.00,21.20,92.69,350.00,6.00,0.00,29.63,1005.20,2.50,M,OVC,M,M,M,2500.00,M,M,M,-SN DRSN,M,M,M,M,M,M,14.69,CYWG 120320Z 35006KT 2 1/2SM -SN DRSN OVC025 M05/M06 A2963 RMK SN2SC6 SLP052
CYWG,2020-02-12 03:22,-97.2333,49.9167,239.00,24.80,21.20,85.96,350.00,7.00,0.00,29.63,1005.30,1.50,M,OVC,M,M,M,2200.00,M,M,M,-SN DRSN,M,M,M,M,M,M,16.00,CYWG 120322Z 35007KT 1 1/2SM -SN DRSN OVC022 M04/M06 A2963 RMK SN4SC4 SLP053
CYBR,2020-02-12 03:22,-99.9519,49.9100,409.00,15.80,12.20,85.40,50.00,30.00,0.00,29.66,1007.70,2.00,38.00,OVC,M,M,M,2400.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-5.59,CYBR 120322Z 05030G38KT 2SM -SN BLSN OVC024 M09/M11 A2966 RMK SC8 PRESRR SLP077
CYDN,2020-02-12 03:27,-100.0525,51.1008,305.00,8.60,3.20,78.18,20.00,20.00,0.00,29.86,1013.70,1.25,26.00,OVC,M,M,M,2000.00,M,M,M,-SN,M,M,M,M,M,M,-11.94,CYDN 120327Z AUTO 02020G26KT 1 1/4SM -SN OVC020 M13/M16 A2986 RMK PRESRR SLP137
CYWG,2020-02-12 03:32,-97.2333,49.9167,239.00,17.60,14.00,85.51,20.00,27.00,0.00,29.65,1006.00,0.50,39.00,OVC,M,M,M,1700.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-2.28,CYWG 120332Z 02027G39KT 1/2SM R31/2600VP6000FT/D R36/3000FT/N -SN BLSN OVC017 M08/M10 A2965 RMK SC8 PRESRR SLP060
CYDN,2020-02-12 03:47,-100.0525,51.1008,305.00,5.00,1.40,84.68,30.00,24.00,0.00,29.88,1014.30,1.25,29.00,OVC,M,M,M,2600.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-18.37,CYDN 120347Z AUTO 03024G29KT 1 1/4SM -SN BLSN OVC026 M15/M17 A2988 RMK PRESRR SLP143
CYDN,2020-02-12 03:48,-100.0525,51.1008,305.00,5.00,1.40,84.68,30.00,23.00,0.00,29.88,1014.30,1.00,29.00,OVC,M,M,M,2600.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-17.98,CYDN 120348Z AUTO 03023G29KT 1SM -SN BLSN OVC026 M15/M17 A2988 RMK PRESRR SLP143
CWWS,2020-02-12 04:00,-97.6164,52.8186,223.00,-13.70,-17.50,82.46,M,M,0.00,M,1017.70,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWWS 120400Z AUTO M25/M28 RMK AO1 32 0323Z SOG 01 1053 SLP177 T12541275
CXMD,2020-02-12 04:00,-98.0839,49.1878,301.00,28.00,26.20,92.85,320.00,5.00,0.01,M,1004.90,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.64,CXMD 120400Z AUTO 32005KT M02/M03 RMK AO1 2PAST HR SOG 08 3013 SLP049 P0001 T10221032 50002
CYWG,2020-02-12 04:00,-97.2333,49.9167,239.00,14.00,10.40,85.28,20.00,27.00,0.00,29.68,1006.90,0.50,35.00,OVC,M,M,M,1600.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-7.19,CYWG 120400Z 02027G35KT 1/2SM R31/2200V3000FT/N R36/1600V2600FT/N -SN BLSN OVC016 M10/M12 A2968 RMK SC8 SLP069
CWCF,2020-02-12 04:00,-97.0219,52.3597,222.00,-9.20,-18.00,64.27,10.00,7.00,0.00,M,1015.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.00,330.00,2020-02-12 03:01,-25.44,CWCF 120400Z AUTO 01007KT M23/M28 RMK AO1 SOG 27 1062 PK WND 33020/0301 SLP155 T12291278 50002
CWEQ,2020-02-12 04:00,-101.2331,52.1150,335.00,-5.80,-15.00,63.47,40.00,19.00,0.00,M,1019.10,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.00,40.00,2020-02-12 03:41,-30.55,CWEQ 120400Z AUTO 04019KT M21/M26 RMK AO1 PRESRR SOG 06 2069 PK WND 04026/0341 SLP191 T12101261
CWGX,2020-02-12 04:00,-94.7000,56.3667,145.00,-30.80,-39.80,60.26,340.00,13.00,0.00,M,1019.40,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.00,350.00,2020-02-12 03:41,-58.89,CWGX 120400Z AUTO 34013KT M35/M40 RMK AO1 SOG 32 3028 PK WND 35018/0341 SLP194 T13491399
CWII,2020-02-12 04:00,-96.5622,50.6951,220.00,11.10,7.30,84.33,350.00,15.00,0.00,M,1009.20,M,24.00,M,M,M,M,M,M,M,M,M,M,M,M,29.00,350.00,2020-02-12 03:32,-6.31,CWII 120400Z AUTO 35015G24KT M12/M14 RMK AO1 PK WND 35029/0332 SLP092 T11161137 53045
CWJD,2020-02-12 04:00,-99.2678,53.1864,223.00,-13.90,-26.10,53.08,360.00,9.00,0.00,M,1021.60,M,16.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-33.56,CWJD 120400Z AUTO 36009G16KT M26/M32 RMK AO1 SOG 45 1060 SLP216 T12551323
CWNK,2020-02-12 04:00,-98.0297,49.4981,268.00,25.00,21.70,87.07,M,M,0.02,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWNK 120400Z AUTO M04/M06 RMK AO1 4PAST HR M25 0358Z M P0002 T10391057 50004
CWPO,2020-02-12 04:00,-98.9050,49.1911,470.00,26.10,24.60,93.96,340.00,8.00,0.02,M,1006.80,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.85,CWPO 120400Z AUTO 34008KT M03/M04 RMK AO1 4PAST HR SOG 18 3011 SLP068 P0002 T10331041 50008
CXGH,2020-02-12 04:00,-96.9822,50.6311,217.00,8.20,2.50,77.06,360.00,19.00,0.00,M,1007.60,M,28.00,M,M,M,M,M,M,M,M,M,M,M,M,28.00,350.00,2020-02-12 03:55,-12.04,CXGH 120400Z AUTO 36019G28KT M13/M16 RMK AO1 PK WND 35028/0355 SLP076 T11321164 53049
CXWN,2020-02-12 04:00,-97.1296,49.8885,230.00,15.40,12.00,86.13,10.00,12.00,0.01,M,1007.30,M,23.00,M,M,M,M,M,M,M,M,M,M,M,M,23.00,0.00,2020-02-12 03:32,0.87,CXWN 120400Z AUTO 01012G23KT M09/M11 RMK AO1 3PAST HR PRESRR 3031 PK WND 00023/0332 SLP073 P0001 T10921111 50004
CYBR,2020-02-12 04:00,-99.9519,49.9100,409.00,12.20,6.80,78.51,50.00,22.00,0.00,29.70,1009.10,4.00,28.00,OVC,M,M,M,7100.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-7.93,CYBR 120400Z 05022G28KT 4SM -SN BLSN OVC071 M11/M14 A2970 RMK AC8 /S01/ PRESRR SLP091
CYIV,2020-02-12 04:00,-94.6537,53.8571,237.00,-23.80,-32.80,61.39,360.00,16.00,0.00,29.94,1016.80,6.00,22.00,CLR,M,M,M,M,M,M,M,BLSN,M,M,M,M,M,M,-52.31,CYIV 120400Z 36016G22KT 6SM BLSN SKC M31/M36 A2994 RMK SLP168
CYNE,2020-02-12 04:00,-97.8442,53.9583,223.00,-22.00,-31.00,61.68,360.00,9.00,0.00,30.07,1021.10,9.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-43.63,CYNE 120400Z AUTO 36009G15KT 330V040 9SM CLR M30/M35 A3007 RMK SLP211
CYQD,2020-02-12 04:00,-101.0911,53.9714,271.00,-18.40,-27.40,62.24,340.00,9.00,0.00,30.16,1024.20,9.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-39.16,CYQD 120400Z AUTO 34009G15KT 9SM CLR M28/M33 A3016 RMK PRESRR SLP242
CYTH,2020-02-12 04:00,-97.8642,55.8011,218.00,-27.40,-36.40,60.82,320.00,9.00,0.00,30.10,1023.00,15.00,M,CLR,M,M,M,M,M,M,M,IC,M,M,M,M,M,M,-50.35,CYTH 120400Z 32009KT 15SM IC SKC M33/M38 A3010 RMK SLP230
CYYL,2020-02-12 04:00,-101.0761,56.8639,357.00,-29.20,-36.40,67.05,330.00,9.00,0.00,30.16,1027.10,9.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-52.58,CYYL 120400Z AUTO 33009G17KT 9SM CLR M34/M38 A3016 RMK SLP271
CYYQ,2020-02-12 04:00,-94.0650,58.7392,29.00,-31.00,-36.40,73.99,310.00,16.00,0.00,30.02,1017.30,1.00,21.00,VV ,M,M,M,800.00,M,M,M,IC BLSN,M,M,M,M,M,M,-61.70,CYYQ 120400Z 31016G21KT 1SM IC BLSN VV008 M35/M38 A3002 RMK BLSN8 SLP173
CYGX,2020-02-12 04:00,-94.7106,56.3575,145.00,-31.00,-38.20,66.79,320.00,13.00,0.00,30.02,1019.30,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-59.14,CYGX 120400Z 32013KT 15SM SKC M35/M39 A3002 RMK SLP193
CYBQ,2020-02-12 04:00,-98.5122,58.7061,281.00,-32.80,-40.00,66.53,320.00,12.00,0.00,30.06,1023.20,9.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-60.47,CYBQ 120400Z AUTO 32012G19KT 9SM CLR M36/M40 A3006 RMK SLP232
CYDN,2020-02-12 04:02,-100.0525,51.1008,305.00,3.20,-0.40,84.56,40.00,21.00,0.00,29.90,1015.10,1.25,27.00,OVC,M,M,M,3800.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-19.56,CYDN 120402Z AUTO 04021G27KT 1 1/4SM -SN BLSN OVC038 M16/M18 A2990 RMK VIS VRB 3/4-1 3/4 PRESRR SLP151
CYDN,2020-02-12 04:43,-100.0525,51.1008,305.00,1.40,-4.00,77.49,40.00,19.00,0.00,29.95,1016.90,1.50,M,FEW,BKN,OVC,M,1700.00,2300.00,2800.00,M,-SN,M,M,M,M,M,M,-21.03,CYDN 120443Z AUTO 04019KT 1 1/2SM -SN FEW017 BKN023 OVC028 M17/M20 A2995 RMK PRESRR SLP169
CYDN,2020-02-12 04:46,-100.0525,51.1008,305.00,1.40,-2.20,84.43,30.00,19.00,0.00,29.95,1017.00,1.00,24.00,BKN,OVC,M,M,1700.00,2800.00,M,M,-SN,M,M,M,M,M,M,-21.03,CYDN 120446Z AUTO 03019G24KT 1SM -SN BKN017 OVC028 M17/M19 A2995 RMK PRESRR SLP170
CYWG,2020-02-12 04:51,-97.2333,49.9167,239.00,10.40,5.00,78.35,20.00,25.00,0.00,29.72,1008.50,0.75,37.00,OVC,M,M,M,2000.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-11.43,CYWG 120451Z 02025G37KT 3/4SM R31/3000V4500FT/U R36/3000VP6000FT/U -SN BLSN OVC020 M12/M15 A2972 RMK SC8 SLP085
CWWS,2020-02-12 05:00,-97.6164,52.8186,223.00,-17.90,-23.60,74.30,M,M,0.00,M,1020.20,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWWS 120500Z AUTO M28/M31 RMK AO1 32 0449Z PRESRR 3059 SLP202 T12771309
CXMD,2020-02-12 05:00,-98.0839,49.1878,301.00,14.90,11.70,86.87,360.00,18.00,0.02,M,1008.00,M,29.00,M,M,M,M,M,M,M,M,M,M,M,M,34.00,10.00,2020-02-12 04:37,-2.76,CXMD 120500Z AUTO 36018G29KT M10/M11 RMK AO1 4PAST HR PRESRR SOG 08 3040 PK WND 01034/0437 SLP080 P0002 T10951113 50007
CYWG,2020-02-12 05:00,-97.2333,49.9167,239.00,10.40,5.00,78.35,20.00,27.00,0.00,29.73,1008.70,0.75,35.00,OVC,M,M,M,2400.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-12.10,CYWG 120500Z 02027G35KT 3/4SM R31/4000VP6000FT/D R36/4000VP6000FT/U -SN BLSN OVC024 M12/M15 A2973 RMK SC8 SLP087
CWCF,2020-02-12 05:00,-97.0219,52.3597,222.00,-13.00,-21.80,63.72,360.00,9.00,0.00,M,1017.60,M,16.00,M,M,M,M,M,M,M,M,M,M,M,M,19.00,340.00,2020-02-12 04:01,-32.44,CWCF 120500Z AUTO 36009G16KT M25/M30 RMK AO1 PRESRR SOG 27 3057 PK WND 34019/0401 SLP176 T12501299 50002
CWEQ,2020-02-12 05:00,-101.2331,52.1150,335.00,-9.20,-18.20,63.62,40.00,17.00,0.00,M,1021.20,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.00,30.00,2020-02-12 04:17,-33.90,CWEQ 120500Z AUTO 04017KT M23/M28 RMK AO1 SOG 06 1067 PK WND 03027/0417 SLP212 T12291279
CWGX,2020-02-12 05:00,-94.7000,56.3667,145.00,-32.60,-41.60,59.96,330.00,10.00,0.00,M,1020.60,M,15.00,M,M,M,M,M,M,M,M,M,M,M,M,19.00,340.00,2020-02-12 04:44,-58.04,CWGX 120500Z AUTO 33010G15KT M36/M41 RMK AO1 SOG 31 3031 PK WND 34019/0444 SLP206 T13591409
CWII,2020-02-12 05:00,-96.5622,50.6951,220.00,7.70,1.60,75.60,350.00,17.00,0.00,M,1011.00,M,25.00,M,M,M,M,M,M,M,M,M,M,M,M,28.00,350.00,2020-02-12 04:46,-11.76,CWII 120500Z AUTO 35017G25KT M14/M17 RMK AO1 PK WND 35028/0446 SLP110 T11351169 53050
CWJD,2020-02-12 05:00,-99.2678,53.1864,223.00,-18.40,-28.10,59.92,10.00,7.00,0.00,M,1023.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-36.65,CWJD 120500Z AUTO 01007KT M28/M33 RMK AO1 SOG 45 1057 SLP235 T12801334
CWNK,2020-02-12 05:00,-98.0297,49.4981,268.00,11.50,8.80,88.64,M,M,0.01,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWNK 120500Z AUTO M11/M13 RMK AO1 2PAST HR M30 0427Z M P0001 T11141129 50006
CWPO,2020-02-12 05:00,-98.9050,49.1911,470.00,8.20,4.50,84.51,10.00,25.00,0.01,M,1010.00,M,30.00,M,M,M,M,M,M,M,M,M,M,M,M,35.00,10.00,2020-02-12 04:17,-14.41,CWPO 120500Z AUTO 01025G30KT M13/M15 RMK AO1 2PAST HR PRESRR SOG 20 3036 PK WND 01035/0417 SLP100 P0001 T11321153 50009
CXGH,2020-02-12 05:00,-96.9822,50.6311,217.00,4.60,-1.50,75.27,360.00,17.00,0.00,M,1009.60,M,27.00,M,M,M,M,M,M,M,M,M,M,M,M,28.00,360.00,2020-02-12 04:01,-15.82,CXGH 120500Z AUTO 36017G27KT M15/M19 RMK AO1 PK WND 36028/0401 SLP096 T11521186 51054
CXWN,2020-02-12 05:00,-97.1296,49.8885,230.00,10.80,7.20,85.07,350.00,10.00,0.00,M,1008.60,M,20.00,M,M,M,M,M,M,M,M,M,M,M,M,24.00,20.00,2020-02-12 04:04,-3.62,CXWN 120500Z AUTO 35010G20KT M12/M14 RMK AO1 3038 PK WND 02024/0404 SLP086 T11181138 50004
CYBR,2020-02-12 05:00,-99.9519,49.9100,409.00,6.80,1.40,78.01,50.00,21.00,0.00,29.77,1011.50,6.00,28.00,OVC,M,M,M,8000.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-14.76,CYBR 120500Z 05021G28KT 6SM -SN BLSN OVC080 M14/M17 A2977 RMK AC8 PRESRR SLP115
CYDN,2020-02-12 05:00,-100.0525,51.1008,305.00,-0.40,-4.00,84.30,10.00,17.00,0.00,29.97,1017.70,0.75,26.00,VV ,M,M,M,1600.00,M,M,M,-SN,M,M,M,M,M,M,-22.37,CYDN 120500Z AUTO 01017G26KT 3/4SM -SN VV016 M18/M20 A2997 RMK PRESRR SLP177
CYIV,2020-02-12 05:00,-94.6537,53.8571,237.00,-25.60,-32.80,67.56,340.00,10.00,0.00,29.99,1018.60,15.00,M,CLR,M,M,M,M,M,M,M,DRSN,M,M,M,M,M,M,-49.26,CYIV 120500Z 34010KT 15SM DRSN SKC M32/M36 A2999 RMK SLP186
CYNE,2020-02-12 05:00,-97.8442,53.9583,223.00,-23.80,-31.00,67.81,350.00,7.00,0.00,30.11,1022.40,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-43.24,CYNE 120500Z AUTO 35007KT 9SM CLR M31/M35 A3011 RMK SLP224
CYQD,2020-02-12 05:00,-101.0911,53.9714,271.00,-20.20,-29.20,61.96,340.00,8.00,0.00,30.20,1025.80,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-40.19,CYQD 120500Z AUTO 34008KT 9SM CLR M29/M34 A3020 RMK SLP258
CYTH,2020-02-12 05:00,-97.8642,55.8011,218.00,-27.40,-36.40,60.82,330.00,12.00,0.00,30.12,1023.80,15.00,18.00,CLR,M,M,M,M,M,M,M,IC DRSN,M,M,M,M,M,M,-53.60,CYTH 120500Z 33012G18KT 15SM IC DRSN SKC M33/M38 A3012 RMK SLP238
CYYL,2020-02-12 05:00,-101.0761,56.8639,357.00,-29.20,-36.40,67.05,320.00,8.00,0.00,30.18,1027.90,9.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-51.27,CYYL 120500Z AUTO 32008G16KT 9SM CLR M34/M38 A3018 RMK SLP279
CYYQ,2020-02-12 05:00,-94.0650,58.7392,29.00,-31.00,-36.40,73.99,320.00,17.00,0.00,30.03,1017.70,1.00,M,VV ,M,M,M,900.00,M,M,M,IC BLSN,M,M,M,M,M,M,-62.46,CYYQ 120500Z 32017KT 1SM IC BLSN VV009 M35/M38 A3003 RMK BLSN8 SLP177
CYGX,2020-02-12 05:00,-94.7106,56.3575,145.00,-32.80,-40.00,66.53,320.00,14.00,0.00,30.06,1020.50,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-62.36,CYGX 120500Z 32014KT 15SM SKC M36/M40 A3006 RMK SLP205
CYBQ,2020-02-12 05:00,-98.5122,58.7061,281.00,-32.80,-40.00,66.53,320.00,10.00,0.00,30.07,1023.50,9.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-58.29,CYBQ 120500Z AUTO 32010G17KT 9SM CLR M36/M40 A3007 RMK SLP235
CYDN,2020-02-12 05:13,-100.0525,51.1008,305.00,-0.40,-5.80,77.32,10.00,22.00,0.00,29.99,1018.10,1.25,27.00,VV ,M,M,M,1500.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-24.81,CYDN 120513Z AUTO 01022G27KT 1 1/4SM -SN BLSN VV015 M18/M21 A2999 RMK SLP181
CYDN,2020-02-12 05:17,-100.0525,51.1008,305.00,-0.40,-5.80,77.32,10.00,22.00,0.00,29.99,1018.20,1.00,27.00,OVC,M,M,M,1500.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-24.81,CYDN 120517Z AUTO 01022G27KT 1SM -SN BLSN OVC015 M18/M21 A2999 RMK SLP182
CYYQ,2020-02-12 05:36,-94.0650,58.7392,29.00,-29.20,-36.40,67.05,320.00,15.00,0.00,30.04,1017.90,1.50,20.00,VV ,M,M,M,800.00,M,M,M,IC BLSN,M,M,M,M,M,M,-58.56,CYYQ 120536Z 32015G20KT 1 1/2SM IC BLSN VV008 M34/M38 A3004 RMK BLSN8 SLP179
CWWS,2020-02-12 06:00,-97.6164,52.8186,223.00,-20.20,-26.30,72.47,M,M,0.00,M,1022.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWWS 120600Z AUTO M29/M32 RMK AO1 32 0524Z SOG 01 3055 SLP220 T12901324
CXMD,2020-02-12 06:00,-98.0839,49.1878,301.00,8.80,5.50,86.11,360.00,17.00,0.01,M,1010.50,M,25.00,M,M,M,M,M,M,M,M,M,M,M,M,27.00,10.00,2020-02-12 05:34,-10.32,CXMD 120600Z AUTO 36017G25KT M13/M15 RMK AO1 3PAST HR PRESRR SOG 09 3058 PK WND 01027/0534 SLP105 P0001 T11291147 50009
CYWG,2020-02-12 06:00,-97.2333,49.9167,239.00,6.80,1.40,78.01,10.00,23.00,0.00,29.78,1010.30,0.75,32.00,OVC,M,M,M,4800.00,M,M,M,BLSN,M,M,M,M,M,M,-15.56,CYWG 120600Z 01023G32KT 3/4SM R31/3000VP6000FT/D BLSN OVC048 M14/M17 A2978 RMK SC8 SLP103
CWCF,2020-02-12 06:00,-97.0219,52.3597,222.00,-16.10,-25.60,60.94,10.00,8.00,0.00,M,1019.40,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.00,20.00,2020-02-12 05:42,-35.14,CWCF 120600Z AUTO 01008KT M27/M32 RMK AO1 SOG 27 1056 PK WND 02019/0542 SLP194 T12671320 50002
CWEQ,2020-02-12 06:00,-101.2331,52.1150,335.00,-10.30,-20.00,61.20,40.00,14.00,0.00,M,1023.10,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.00,40.00,2020-02-12 05:33,-33.36,CWEQ 120600Z AUTO 04014KT M24/M29 RMK AO1 SOG 06 1057 PK WND 04019/0533 SLP231 T12351289
CWGX,2020-02-12 06:00,-94.7000,56.3667,145.00,-33.30,-42.70,58.46,330.00,13.00,0.01,M,1021.30,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.00,340.00,2020-02-12 05:21,-62.09,CWGX 120600Z AUTO 33013KT M36/M42 RMK AO1 2PAST HR SOG 31 1028 PK WND 34019/0521 SLP213 P0001 T13631415 50002
