station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
DVL,2020-02-12 05:56,-98.9083,48.1146,443.00,26.10,24.10,92.01,330.00,18.00,T,29.64,1062.60,5.00,23.00,SCT,BKN,OVC,M,1000.00,1500.00,2000.00,M,-SN BR,M,M,M,M,M,M,11.98,KDVL 120556Z AUTO 33018G23KT 5SM -SN BR SCT010 BKN015 OVC020 M03/M04 A2964 RMK AO2 UPB31E34SNE31B34 SLP626 P0000 60000 T10331044 11011 21033 53011 FZRANO
DIK,2020-02-12 05:56,-102.8019,46.7973,789.00,32.00,30.00,92.22,270.00,6.00,T,29.58,1004.00,2.50,M,BKN,OVC,M,M,700.00,1100.00,M,M,-SN BR,M,M,M,M,M,M,25.53,KDIK 120556Z AUTO 27006KT 2 1/2SM -SN BR BKN007 OVC011 00/M01 A2958 RMK AO2 SNE14B32 SLP040 P0000 60000 T00001011 10006 21017 55002 $
RDR,2020-02-12 05:56,-97.4012,47.9611,278.00,30.60,27.50,88.10,290.00,9.00,T,29.63,1005.10,7.00,M,OVC,M,M,M,4900.00,M,M,M,-SN,M,M,M,M,M,M,21.77,KRDR 120556Z 29009KT 7SM -SN OVC049 M01/M02 A2963 RMK AO2A SLP051 P0000 60000 4/014 T10081025 11004 21021 410041109 52005
JMS,2020-02-12 05:56,-98.6800,46.9300,457.00,28.90,26.10,89.12,290.00,8.00,T,29.62,1005.10,5.00,M,BKN,OVC,M,M,3900.00,5500.00,M,M,-SN BR,M,M,M,M,M,M,20.29,KJMS 120556Z AUTO 29008KT 5SM -SN BR BKN039 OVC055 M02/M03 A2962 RMK AO2 SNB23 SLP051 P0000 60000 T10171033 11006 21017 400061083 56002
XWA,2020-02-12 05:57,-103.7505,48.2597,710.85,26.10,24.10,92.01,10.00,15.00,T,29.68,M,3.00,M,OVC,M,M,M,600.00,M,M,M,-SN BR,M,M,M,M,M,M,13.13,KXWA 120557Z AUTO 01015KT 3SM -SN BR OVC006 M03/M04 A2968 RMK AO2 CIG 004V009 P0000 T10331044 TSNO $
GFK,2020-02-12 06:01,-97.1761,47.9492,257.00,28.90,24.10,82.00,250.00,8.00,T,29.63,M,2.50,M,OVC,M,M,M,2900.00,M,M,M,-SN,M,M,M,M,M,M,20.29,KGFK 120601Z AUTO 25008KT 2 1/2SM -SN OVC029 M02/M04 A2963 RMK AO2 P0000 T10171044
BWP,2020-02-12 06:15,-96.6074,46.2441,294.70,28.40,21.20,74.08,170.00,7.00,0.00,29.67,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.39,KBWP 120615Z AUTO 17007KT 10SM M02/M06 A2967 RMK AO1
46D,2020-02-12 06:15,-99.1513,47.4511,489.80,30.20,28.40,92.92,290.00,9.00,0.00,29.64,M,7.00,M,FEW,BKN,OVC,M,100.00,1500.00,3400.00,M,-SN,M,M,M,M,M,M,21.28,K46D 120615Z AUTO 29009KT 7SM -SN FEW001 BKN015 OVC034 M01/M02 A2964 RMK AO2
7L2,2020-02-12 06:15,-100.2456,46.2206,541.00,28.40,28.40,100.00,240.00,4.00,0.00,29.66,M,10.00,M,SCT,SCT,OVC,M,4900.00,5500.00,7500.00,M,M,M,M,M,M,M,M,23.22,K7L2 120615Z AUTO 24004KT 10SM SCT049 SCT055 OVC075 M02/M02 A2966 RMK AO2
GAF,2020-02-12 06:15,-97.3709,48.4047,251.00,28.40,28.40,100.00,310.00,6.00,0.00,29.66,M,1.75,M,OVC,M,M,M,200.00,M,M,M,-SN,M,M,M,M,M,M,21.19,KGAF 120615Z AUTO 31006KT 1 3/4SM -SN OVC002 M02/M02 A2966 RMK AO2
9D7,2020-02-12 06:15,-99.2364,48.4800,451.00,10.40,10.40,100.00,20.00,34.00,0.00,29.73,M,0.50,M,OVC,M,M,M,900.00,M,M,M,FZFG,M,M,M,M,M,M,-14.13,K9D7 120615Z AUTO 02034KT 1/2SM FZFG OVC009 M12/M12 A2973 RMK AO2
HZE,2020-02-12 06:15,-101.5810,47.2899,552.00,30.20,30.20,100.00,0.00,0.00,0.00,29.66,M,4.00,M,FEW,SCT,BKN,M,300.00,900.00,2000.00,M,-SN,M,M,M,M,M,M,M,KHZE 120615Z AUTO 00000KT 4SM -SN FEW003 SCT009 BKN020 M01/M01 A2966 RMK AO2
D50,2020-02-12 06:15,-103.2973,48.9285,594.00,21.20,21.20,100.00,10.00,17.00,0.00,29.75,M,10.00,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,5.93,KD50 120615Z AUTO 01017KT 10SM OVC019 M06/M06 A2975 RMK AO2
D60,2020-02-12 06:15,-102.8974,48.3803,690.00,24.80,24.80,100.00,20.00,13.00,0.00,29.70,M,10.00,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,12.34,KD60 120615Z AUTO 02013KT 10SM OVC010 M04/M04 A2970 RMK AO2
06D,2020-02-12 06:15,-99.6208,48.8844,555.00,6.80,1.40,78.01,10.00,29.00,0.00,29.74,M,4.00,M,OVC,M,M,M,700.00,M,M,M,-SN,M,M,M,M,M,M,-17.66,K06D 120615Z AUTO 01029KT 4SM -SN OVC007 M14/M17 A2974 RMK AO2
2C8,2020-02-12 06:15,-97.6320,48.7837,272.00,14.00,10.40,85.28,350.00,22.00,0.00,29.71,M,0.50,32.00,OVC,M,M,M,400.00,M,M,M,-SN,M,M,M,M,M,M,-5.52,K2C8 120615Z AUTO 35022G32KT 1/2SM -SN OVC004 M10/M12 A2971 RMK AO2
D55,2020-02-12 06:15,-98.3937,48.7531,490.00,10.40,10.40,100.00,10.00,28.00,0.00,29.68,M,0.25,34.00,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,-12.41,KD55 120615Z AUTO 01028G34KT 1/4SM -SN M12/M12 A2968 RMK AO2
20U,2020-02-12 06:15,-103.9821,46.9252,840.00,32.00,32.00,100.00,320.00,11.00,0.00,29.63,M,2.50,33.00,BKN,OVC,M,M,400.00,700.00,M,M,-SN,M,M,M,M,M,M,22.47,K20U 120615Z AUTO 32011G33KT 2 1/2SM -SN BKN004 OVC007 00/00 A2963 RMK AO2
RUG,2020-02-12 06:15,-100.0243,48.3904,471.00,23.00,17.60,79.47,40.00,26.00,0.00,29.68,M,7.00,33.00,BKN,BKN,OVC,M,1800.00,2300.00,3900.00,M,M,M,M,M,M,M,M,5.35,KRUG 120615Z AUTO 04026G33KT 7SM BKN018 BKN023 OVC039 M05/M08 A2968 RMK AO2
Y19,2020-02-12 06:15,-100.8944,46.7680,592.00,28.40,28.40,100.00,300.00,6.00,0.00,29.63,M,5.00,M,FEW,BKN,OVC,M,500.00,2900.00,5000.00,M,-SN,M,M,M,M,M,M,21.19,KY19 120615Z AUTO 30006KT 5SM -SN FEW005 BKN029 OVC050 M02/M02 A2963 RMK AO2
S25,2020-02-12 06:15,-103.2552,47.7966,642.00,28.40,28.40,100.00,360.00,9.00,0.00,29.67,M,4.00,M,FEW,SCT,BKN,M,300.00,1400.00,2100.00,M,-SN,M,M,M,M,M,M,19.04,KS25 120615Z AUTO 36009KT 4SM -SN FEW003 SCT014 BKN021 M02/M02 A2967 RMK AO2
08D,2020-02-12 06:15,-102.4064,48.3008,682.00,24.80,24.80,100.00,40.00,15.00,0.00,29.68,M,10.00,23.00,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,11.45,K08D 120615Z AUTO 04015G23KT 10SM OVC011 M04/M04 A2968 RMK AO2
BAC,2020-02-12 06:15,-98.0180,46.9412,427.30,26.60,26.60,100.00,260.00,9.00,0.00,29.65,M,5.00,M,SCT,BKN,OVC,M,400.00,2500.00,6500.00,M,-SN,M,M,M,M,M,M,16.80,KBAC 120615Z AUTO 26009KT 5SM -SN SCT004 BKN025 OVC065 M03/M03 A2965 RMK AO2
2D5,2020-02-12 06:15,-98.0799,46.1731,407.00,24.80,23.00,92.74,210.00,4.00,0.00,29.66,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.01,K2D5 120615Z AUTO 21004KT 10SM M04/M05 A2966 RMK AO2
5H4,2020-02-12 06:15,-99.9317,47.7912,489.00,28.40,28.40,100.00,350.00,12.00,0.00,29.66,M,10.00,M,BKN,OVC,M,M,1100.00,1800.00,M,M,M,M,M,M,M,M,M,17.42,K5H4 120615Z AUTO 35012KT 10SM BKN011 OVC018 M02/M02 A2966 RMK AO2
96D,2020-02-12 06:15,-97.9028,48.9406,287.00,12.20,12.20,100.00,350.00,19.00,0.00,29.76,M,0.75,34.00,SCT,OVC,M,M,200.00,800.00,M,M,-SN,M,M,M,M,M,M,-6.75,K96D 120615Z AUTO 35019G34KT 3/4SM -SN SCT002 OVC008 M11/M11 A2976 RMK AO2
GWR,2020-02-12 06:15,-97.6435,46.2187,385.00,28.40,24.80,86.18,240.00,10.00,0.00,29.65,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,18.45,KGWR 120615Z AUTO 24010KT 10SM OVC070 M02/M04 A2965 RMK A01
S32,2020-02-12 06:15,-98.1059,47.4228,434.00,28.40,28.40,100.00,280.00,8.00,0.00,29.63,M,1.75,M,SCT,BKN,OVC,M,200.00,800.00,1600.00,M,-SN,M,M,M,M,M,M,19.68,KS32 120615Z AUTO 28008KT 1 3/4SM -SN SCT002 BKN008 OVC016 M02/M02 A2963 RMK AO2
XWA,2020-02-12 06:18,-103.7505,48.2597,710.85,24.10,19.90,83.75,10.00,15.00,T,29.70,M,2.50,34.00,BKN,OVC,M,M,700.00,1400.00,M,M,-SN BR,M,M,M,34.00,20.00,2020-02-12 06:12,10.54,KXWA 120618Z AUTO 01015G34KT 2 1/2SM -SN BR BKN007 OVC014 M04/M07 A2970 RMK AO2 PK WND 02034/0612 CIG 005V009 P0000 T10441067 TSNO $
DIK,2020-02-12 06:20,-102.8019,46.7973,789.00,32.00,30.90,95.65,290.00,3.00,T,29.59,M,1.75,M,OVC,M,M,M,400.00,M,M,M,-SN BR,M,M,M,M,M,M,28.69,KDIK 120620Z AUTO 29003KT 1 3/4SM -SN BR OVC004 00/M01 A2959 RMK AO2 P0000 T00001006 $
DVL,2020-02-12 06:23,-98.9083,48.1146,443.00,24.80,23.00,92.74,340.00,16.00,T,29.66,M,8.00,M,SCT,OVC,M,M,2200.00,3400.00,M,M,M,M,M,M,M,M,M,11.03,KDVL 120623Z AUTO 34016KT 8SM SCT022 OVC034 M04/M05 A2966 RMK AO2 UPB11E23SNE11 P0000 FZRANO
XWA,2020-02-12 06:24,-103.7505,48.2597,710.85,24.10,19.90,83.75,10.00,15.00,T,29.71,M,4.00,34.00,BKN,OVC,M,M,900.00,1400.00,M,M,-SN BR,M,M,M,34.00,10.00,2020-02-12 06:19,10.54,KXWA 120624Z AUTO 01015G34KT 4SM -SN BR BKN009 OVC014 M04/M07 A2971 RMK AO2 PK WND 01034/0619 CIG 005V011 P0000 T10441067 TSNO $
DVL,2020-02-12 06:27,-98.9083,48.1146,443.00,23.00,21.20,92.69,360.00,29.00,T,29.66,M,1.75,36.00,FEW,SCT,OVC,M,700.00,2200.00,3400.00,M,UP BR,M,M,M,36.00,360.00,2020-02-12 06:25,4.56,KDVL 120627Z AUTO 36029G36KT 1 3/4SM UP BR FEW007 SCT022 OVC034 M05/M06 A2966 RMK AO2 PK WND 36036/0625 UPB11SNE11 P0000 FZRANO
DVL,2020-02-12 06:31,-98.9083,48.1146,443.00,17.60,12.20,79.00,360.00,28.00,T,29.67,M,0.75,36.00,FEW,BKN,OVC,M,700.00,2100.00,3400.00,M,-SN BR,M,M,M,36.00,360.00,2020-02-12 06:25,-2.57,KDVL 120631Z AUTO 36028G36KT 3/4SM -SN BR FEW007 BKN021 OVC034 M08/M11 A2967 RMK AO2 PK WND 36036/0625 UPB11E29SNE11B29 P0000 FZRANO
BWP,2020-02-12 06:35,-96.6074,46.2441,294.70,26.60,21.20,79.77,170.00,6.00,0.00,29.67,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.03,KBWP 120635Z AUTO 17006KT 10SM M03/M06 A2967 RMK AO1
46D,2020-02-12 06:35,-99.1513,47.4511,489.80,30.20,28.40,92.92,300.00,9.00,0.00,29.65,M,5.00,M,FEW,BKN,OVC,M,700.00,1600.00,2000.00,M,-SN,M,M,M,M,M,M,21.28,K46D 120635Z AUTO 30009KT 5SM -SN FEW007 BKN016 OVC020 M01/M02 A2965 RMK AO2
7L2,2020-02-12 06:35,-100.2456,46.2206,541.00,26.60,26.60,100.00,230.00,5.00,0.00,29.67,M,10.00,M,FEW,OVC,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,19.98,K7L2 120635Z AUTO 23005KT 10SM FEW050 OVC070 M03/M03 A2967 RMK AO2
GAF,2020-02-12 06:35,-97.3709,48.4047,251.00,19.40,19.40,100.00,340.00,32.00,0.00,29.68,M,0.50,39.00,OVC,M,M,M,200.00,M,M,M,-SN,M,M,M,M,M,M,-1.14,KGAF 120635Z AUTO 34032G39KT 1/2SM -SN OVC002 M07/M07 A2968 RMK AO2
9D7,2020-02-12 06:35,-99.2364,48.4800,451.00,10.40,10.40,100.00,10.00,29.00,0.00,29.75,M,1.25,37.00,OVC,M,M,M,900.00,M,M,M,BR,M,M,M,M,M,M,-12.72,K9D7 120635Z AUTO 01029G37KT 1 1/4SM BR OVC009 M12/M12 A2975 RMK AO2
HZE,2020-02-12 06:35,-101.5810,47.2899,552.00,28.40,30.20,M,260.00,3.00,0.00,29.67,M,6.00,M,FEW,SCT,BKN,M,900.00,1500.00,2100.00,M,-SN,M,M,M,M,M,M,M,KHZE 120635Z AUTO 26003KT 6SM -SN FEW009 SCT015 BKN021 M02/M01 A2967 RMK AO2
D50,2020-02-12 06:35,-103.2973,48.9285,594.00,21.20,21.20,100.00,20.00,15.00,0.00,29.77,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,6.78,KD50 120635Z AUTO 02015KT 10SM OVC020 M06/M06 A2977 RMK AO2
D60,2020-02-12 06:35,-102.8974,48.3803,690.00,23.00,24.80,M,30.00,17.00,0.00,29.71,M,10.00,27.00,BKN,OVC,M,M,900.00,1300.00,M,M,M,M,M,M,M,M,M,M,KD60 120635Z AUTO 03017G27KT 10SM BKN009 OVC013 M05/M04 A2971 RMK AO2
06D,2020-02-12 06:35,-99.6208,48.8844,555.00,5.00,-2.20,71.50,20.00,32.00,0.00,29.76,M,6.00,39.00,BKN,BKN,OVC,M,700.00,1000.00,2300.00,M,-SN,M,M,M,M,M,M,-21.06,K06D 120635Z AUTO 02032G39KT 6SM -SN BKN007 BKN010 OVC023 M15/M19 A2976 RMK AO2
2C8,2020-02-12 06:35,-97.6320,48.7837,272.00,12.20,8.60,85.17,350.00,26.00,0.00,29.74,M,0.50,34.00,OVC,M,M,M,300.00,M,M,M,-SN,M,M,M,M,M,M,-9.32,K2C8 120635Z AUTO 35026G34KT 1/2SM -SN OVC003 M11/M13 A2974 RMK AO2
D55,2020-02-12 06:35,-98.3937,48.7531,490.00,10.40,8.60,92.25,10.00,29.00,0.00,29.70,M,0.50,35.00,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,-12.72,KD55 120635Z AUTO 01029G35KT 1/2SM -SN M12/M13 A2970 RMK AO2
20U,2020-02-12 06:35,-103.9821,46.9252,840.00,32.00,32.00,100.00,330.00,15.00,0.00,29.64,M,2.00,M,OVC,M,M,M,600.00,M,M,M,-SN,M,M,M,M,M,M,20.78,K20U 120635Z AUTO 33015KT 2SM -SN OVC006 M00/00 A2964 RMK AO2
RUG,2020-02-12 06:35,-100.0243,48.3904,471.00,14.00,10.40,85.28,30.00,28.00,0.00,29.71,M,9.00,34.00,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,-7.49,KRUG 120635Z AUTO 03028G34KT 9SM OVC017 M10/M12 A2971 RMK AO2
Y19,2020-02-12 06:35,-100.8944,46.7680,592.00,28.40,28.40,100.00,300.00,5.00,0.00,29.64,M,3.00,M,SCT,SCT,BKN,M,2800.00,4600.00,5500.00,M,-SN,M,M,M,M,M,M,22.12,KY19 120635Z AUTO 30005KT 3SM -SN SCT028 SCT046 BKN055 M02/M02 A2964 RMK AO2
S25,2020-02-12 06:35,-103.2552,47.7966,642.00,28.40,28.40,100.00,10.00,12.00,0.00,29.69,M,3.00,M,SCT,BKN,OVC,M,100.00,1600.00,3200.00,M,-SN,M,M,M,M,M,M,17.42,KS25 120635Z AUTO 01012KT 3SM -SN SCT001 BKN016 OVC032 M02/M02 A2969 RMK AO2
08D,2020-02-12 06:35,-102.4064,48.3008,682.00,24.80,24.80,100.00,30.00,16.00,0.00,29.69,M,10.00,22.00,BKN,OVC,M,M,900.00,1400.00,M,M,M,M,M,M,M,M,M,11.03,K08D 120635Z AUTO 03016G22KT 10SM BKN009 OVC014 M04/M04 A2969 RMK AO2
BAC,2020-02-12 06:35,-98.0180,46.9412,427.30,26.60,26.60,100.00,250.00,8.00,0.00,29.65,M,4.00,M,SCT,OVC,M,M,300.00,2300.00,M,M,-SN,M,M,M,M,M,M,17.46,KBAC 120635Z AUTO 25008KT 4SM -SN SCT003 OVC023 M03/M03 A2965 RMK AO2
2D5,2020-02-12 06:35,-98.0799,46.1731,407.00,24.80,21.20,85.96,220.00,9.00,0.00,29.65,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.56,K2D5 120635Z AUTO 22009KT 10SM M04/M06 A2965 RMK AO2
5H4,2020-02-12 06:35,-99.9317,47.7912,489.00,28.40,28.40,100.00,340.00,13.00,0.00,29.67,M,9.00,M,BKN,OVC,M,M,1300.00,1800.00,M,M,M,M,M,M,M,M,M,16.96,K5H4 120635Z AUTO 34013KT 9SM BKN013 OVC018 M02/M02 A2967 RMK AO2
96D,2020-02-12 06:35,-97.9028,48.9406,287.00,10.40,10.40,100.00,350.00,24.00,0.00,29.78,M,1.00,32.00,FEW,OVC,M,M,200.00,800.00,M,M,-SN,M,M,M,M,M,M,-11.08,K96D 120635Z AUTO 35024G32KT 1SM -SN FEW002 OVC008 M12/M12 A2978 RMK AO2
GWR,2020-02-12 06:35,-97.6435,46.2187,385.00,26.60,24.80,92.80,240.00,9.00,0.00,29.65,M,10.00,M,FEW,OVC,M,M,6000.00,7500.00,M,M,M,M,M,M,M,M,M,16.80,KGWR 120635Z AUTO 24009KT 10SM FEW060 OVC075 M03/M04 A2965 RMK A01
S32,2020-02-12 06:35,-98.1059,47.4228,434.00,28.40,28.40,100.00,290.00,7.00,0.00,29.63,M,3.00,M,FEW,BKN,OVC,M,200.00,1400.00,2100.00,M,-SN,M,M,M,M,M,M,20.39,KS32 120635Z AUTO 29007KT 3SM -SN FEW002 BKN014 OVC021 M02/M02 A2963 RMK AO2
XWA,2020-02-12 06:39,-103.7505,48.2597,710.85,23.00,19.90,87.70,10.00,15.00,T,29.72,M,8.00,28.00,BKN,OVC,M,M,1100.00,1600.00,M,M,UP,M,M,M,34.00,10.00,2020-02-12 06:19,9.11,KXWA 120639Z AUTO 01015G28KT 8SM UP BKN011 OVC016 M05/M07 A2972 RMK AO2 PK WND 01034/0619 UPB37SNE37 P0000 T10501067 TSNO $
DVL,2020-02-12 06:40,-98.9083,48.1146,443.00,14.00,12.20,92.38,10.00,29.00,T,29.68,M,0.50,32.00,FEW,BKN,OVC,M,400.00,1700.00,3400.00,M,-SN FZFG,M,M,M,36.00,360.00,2020-02-12 06:25,-7.78,KDVL 120640Z AUTO 01029G32KT 1/2SM -SN FZFG FEW004 BKN017 OVC034 M10/M11 A2968 RMK AO2 PK WND 36036/0625 UPB11E29SNE11B29 P0000 FZRANO
MOT,2020-02-12 06:46,-101.2803,48.2594,523.00,26.10,21.90,83.89,350.00,14.00,0.00,29.70,M,10.00,21.00,BKN,OVC,M,M,1000.00,2700.00,M,M,M,M,M,M,M,M,M,13.56,KMOT 120646Z AUTO 35014G21KT 10SM BKN010 OVC027 M03/M06 A2970 RMK AO2 CIG 009V014 T10331056
DVL,2020-02-12 06:49,-98.9083,48.1146,443.00,14.00,10.40,85.28,10.00,25.00,T,29.69,M,0.50,33.00,BKN,BKN,OVC,M,400.00,1300.00,1800.00,M,SN FZFG,M,M,M,36.00,360.00,2020-02-12 06:25,-6.56,KDVL 120649Z AUTO 01025G33KT 1/2SM SN FZFG BKN004 BKN013 OVC018 M10/M12 A2969 RMK AO2 PK WND 36036/0625 UPB11E29SNE11B29 CIG 004V009 PRESRR P0000 FZRANO
BIS,2020-02-12 06:52,-100.7458,46.7727,506.00,30.90,28.90,92.18,300.00,5.00,T,29.65,1006.00,3.00,M,OVC,M,M,M,4000.00,M,M,M,-SN BR,M,M,M,M,M,M,25.09,KBIS 120652Z AUTO 30005KT 3SM -SN BR OVC040 M01/M02 A2965 RMK AO2 SLP060 P0000 T10061017
N60,2020-02-12 06:52,-101.4394,47.6458,587.00,28.00,28.00,100.00,10.00,7.00,0.01,29.66,1006.90,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.90,KN60 120652Z AUTO 01007KT M02/M02 A2966 RMK AO1 SLP069 P0001 T10221022
DIK,2020-02-12 06:52,-102.8019,46.7973,789.00,32.00,30.20,92.97,300.00,6.00,0.02,29.59,M,1.25,M,BKN,OVC,M,M,600.00,1100.00,M,M,-SN BR,M,M,M,M,M,M,25.53,KDIK 120652Z AUTO 30006KT 1 1/4SM -SN BR BKN006 OVC011 00/M01 A2959 RMK AO2 P0002 $
XWA,2020-02-12 06:52,-103.7505,48.2597,710.85,23.00,19.00,84.39,360.00,16.00,T,29.73,994.30,8.00,31.00,BKN,OVC,M,M,1000.00,5500.00,M,M,M,M,M,M,34.00,10.00,2020-02-12 06:19,8.69,KXWA 120652Z AUTO 36016G31KT 8SM BKN010 OVC055 M05/M07 A2973 RMK AO2 PK WND 01034/0619 UPB37E42SNE37 SLP943 P0000 T10501072 TSNO $
HEI,2020-02-12 06:53,-102.6560,46.0149,828.00,30.90,27.00,85.26,260.00,9.00,0.00,29.63,1006.00,10.00,M,FEW,BKN,OVC,M,3800.00,5500.00,7000.00,M,M,M,M,M,M,M,M,22.15,KHEI 120653Z AUTO 26009KT 10SM FEW038 BKN055 OVC070 M01/M03 A2963 RMK AO2 SLP060 T10061028 400111150
FAR,2020-02-12 06:53,-96.8111,46.9253,274.00,26.10,21.00,80.75,200.00,5.00,0.00,29.65,1005.60,10.00,M,FEW,BKN,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,19.39,KFAR 120653Z 20005KT 10SM FEW075 BKN090 M03/M06 A2965 RMK AO2 SLP056 T10331061
GFK,2020-02-12 06:53,-97.1761,47.9492,257.00,28.90,25.00,85.14,300.00,10.00,0.01,29.64,1005.10,3.00,M,BKN,OVC,M,M,3000.00,4800.00,M,M,-SN BR,M,M,M,M,M,M,19.08,KGFK 120653Z AUTO 30010KT 3SM -SN BR BKN030 OVC048 M02/M04 A2964 RMK AO2 SLP051 P0001 T10171039
MOT,2020-02-12 06:54,-101.2803,48.2594,523.00,26.10,21.90,83.89,350.00,14.00,0.00,29.71,1008.30,10.00,20.00,BKN,OVC,M,M,1000.00,2900.00,M,M,M,M,M,M,M,M,M,13.56,KMOT 120654Z AUTO 35014G20KT 10SM BKN010 OVC029 M03/M06 A2971 RMK AO2 CIG 008V014 SLP083 T10331056
46D,2020-02-12 06:55,-99.1513,47.4511,489.80,30.20,28.40,92.92,320.00,13.00,0.00,29.66,M,9.00,M,SCT,BKN,OVC,M,700.00,1200.00,1900.00,M,M,M,M,M,M,M,M,19.26,K46D 120655Z AUTO 32013KT 9SM SCT007 BKN012 OVC019 M01/M02 A2966 RMK AO2
GAF,2020-02-12 06:55,-97.3709,48.4047,251.00,15.80,15.80,100.00,350.00,28.00,0.00,29.71,M,0.25,41.00,OVC,M,M,M,100.00,M,M,M,-SN,M,M,M,M,M,M,-5.03,KGAF 120655Z AUTO 35028G41KT 1/4SM -SN OVC001 M09/M09 A2971 RMK AO2
9D7,2020-02-12 06:55,-99.2364,48.4800,451.00,8.60,8.60,100.00,10.00,34.00,0.00,29.77,M,0.75,42.00,OVC,M,M,M,800.00,M,M,M,BR,M,M,M,M,M,M,-16.64,K9D7 120655Z AUTO 01034G42KT 3/4SM BR OVC008 M13/M13 A2977 RMK AO2
HZE,2020-02-12 06:55,-101.5810,47.2899,552.00,28.40,28.40,100.00,0.00,0.00,0.00,29.68,M,4.00,M,SCT,BKN,OVC,M,1000.00,1400.00,6000.00,M,-SN,M,M,M,M,M,M,M,KHZE 120655Z AUTO 00000KT 4SM -SN SCT010 BKN014 OVC060 M02/M02 A2968 RMK AO2
D55,2020-02-12 06:55,-98.3937,48.7531,490.00,6.80,5.00,92.12,10.00,28.00,0.00,29.73,M,0.50,36.00,BKN,OVC,M,M,100.00,800.00,M,M,-SN,M,M,M,M,M,M,-17.33,KD55 120655Z AUTO 01028G36KT 1/2SM -SN BKN001 OVC008 M14/M15 A2973 RMK AO2
MIB,2020-02-12 06:55,-101.3580,48.4158,508.00,19.20,14.90,83.04,30.00,24.00,T,29.73,1009.70,10.00,32.00,BKN,OVC,M,M,900.00,1400.00,M,M,-SN,M,M,M,32.00,30.00,2020-02-12 06:52,0.79,KMIB 120655Z 03024G32KT 10SM -SN BKN009 OVC014 M07/M09 A2973 RMK AO2A PK WND 03032/52 SNB45 PRESRR SLP097 P0000 T10711095 $
RUG,2020-02-12 06:55,-100.0243,48.3904,471.00,12.20,8.60,85.17,30.00,25.00,0.00,29.74,M,10.00,34.00,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,-8.99,KRUG 120655Z AUTO 03025G34KT 10SM OVC017 M11/M13 A2974 RMK AO2
Y19,2020-02-12 06:55,-100.8944,46.7680,592.00,28.40,28.40,100.00,300.00,5.00,0.00,29.64,M,5.00,M,FEW,SCT,BKN,M,3000.00,4400.00,5500.00,M,-SN,M,M,M,M,M,M,22.12,KY19 120655Z AUTO 30005KT 5SM -SN FEW030 SCT044 BKN055 M02/M02 A2964 RMK AO2
08D,2020-02-12 06:55,-102.4064,48.3008,682.00,23.00,23.00,100.00,40.00,13.00,0.00,29.71,M,10.00,24.00,BKN,OVC,M,M,900.00,1400.00,M,M,M,M,M,M,M,M,M,10.04,K08D 120655Z AUTO 04013G24KT 10SM BKN009 OVC014 M05/M05 A2971 RMK AO2
BAC,2020-02-12 06:55,-98.0180,46.9412,427.30,26.60,26.60,100.00,260.00,7.00,0.00,29.65,M,3.00,M,SCT,BKN,BKN,M,300.00,600.00,2300.00,M,-SN,M,M,M,M,M,M,18.20,KBAC 120655Z AUTO 26007KT 3SM -SN SCT003 BKN006 BKN023 M03/M03 A2965 RMK AO2
GWR,2020-02-12 06:55,-97.6435,46.2187,385.00,26.60,24.80,92.80,250.00,9.00,0.00,29.65,M,10.00,M,FEW,OVC,M,M,6500.00,7500.00,M,M,M,M,M,M,M,M,M,16.80,KGWR 120655Z AUTO 25009KT 10SM FEW065 OVC075 M03/M04 A2965 RMK A01
DVL,2020-02-12 06:56,-98.9083,48.1146,443.00,12.00,10.00,91.49,10.00,25.00,T,29.70,1064.80,0.50,M,BKN,OVC,M,M,600.00,1600.00,M,M,-SN FZFG,M,M,M,36.00,360.00,2020-02-12 06:25,-9.26,KDVL 120656Z AUTO 01025KT 1/2SM -SN FZFG BKN006 OVC016 M11/M12 A2970 RMK AO2 PK WND 36036/0625 UPB11E29SNE11B29 CIG 004V009 PRESRR SLP648 P0000 T11111122 FZRANO
